lock_id,user_id,lock_datetime
527868,10208059,2022-09-13 10:47:28.732993
520054,10278628,2022-10-27 14:59:24.228595
523756,10147621,2022-12-04 09:01:04.169634
503968,10200898,2022-10-17 18:06:22.743960
523578,10139332,2022-09-08 03:45:37.300929
517526,10018795,2022-10-23 21:30:52.127086
517448,10279327,2022-10-13 02:56:00.613555
510984,10036531,2022-09-28 13:32:10.466473
520212,10182484,2022-10-03 17:27:16.950120
513788,10225834,2022-09-22 06:55:29.474830
525534,10062991,2022-11-26 20:55:05.879873
513714,10142158,2022-10-01 00:32:13.851209
513708,10108630,2022-11-06 14:07:51.942942
525444,10227070,2022-09-15 01:12:44.123392
514416,10169344,2022-10-15 05:22:02.869664
520306,10084063,2022-11-21 22:38:01.841468
525580,10120015,2022-12-13 17:03:38.300390
511274,10041316,2022-09-18 16:30:55.282645
507550,10211302,2022-09-10 07:49:52.957081
523942,10229947,2022-10-14 05:43:59.548908
503694,10125634,2022-11-09 09:55:28.838105
502574,10257841,2022-10-13 06:31:43.443859
516460,10025281,2022-12-22 10:48:46.812473
506488,10159246,2022-12-29 18:53:45.555984
523234,10069015,2022-10-14 08:20:05.691380
523714,10152265,2022-09-30 09:49:14.428512
516198,10090444,2022-10-26 15:09:13.701587
520120,10253383,2022-10-17 08:51:38.222541
500938,10287472,2022-10-29 15:48:30.924607
527112,10013149,2022-12-14 00:53:12.031447
523200,10297156,2022-09-28 13:13:03.115159
502242,10218343,2022-09-02 20:25:52.561334
510962,10097641,2022-11-13 09:20:56.530455
523786,10013953,2022-12-23 15:03:47.621726
509078,10182193,2022-09-03 08:37:14.014210
519084,10035112,2022-09-16 06:06:46.785151
512038,10215982,2022-12-05 10:23:58.602041
505574,10101409,2022-11-29 22:31:26.210596
515478,10043272,2022-12-17 15:19:03.406891
505340,10092463,2022-11-23 13:33:11.728837
514508,10151893,2022-10-14 23:01:33.690492
515422,10159498,2022-10-19 21:00:18.737271
512988,10142407,2022-11-16 09:10:14.711902
516098,10278556,2022-10-13 09:54:16.205957
501018,10005598,2022-12-11 13:09:50.328824
501498,10103521,2022-10-26 02:46:16.313341
521730,10223215,2022-10-30 10:08:09.861671
521462,10276660,2022-11-24 23:29:55.038897
511916,10176856,2022-11-01 06:43:24.388415
509758,10297246,2022-11-21 03:38:35.019969
504542,10050409,2022-10-12 01:06:55.089645
515072,10112785,2022-11-15 18:01:54.520316
503194,10007974,2022-11-03 16:49:57.027911
516574,10113196,2022-12-15 21:40:12.567183
525712,10213153,2022-12-10 04:19:24.711834
503476,10137298,2022-11-02 23:20:33.629850
514788,10228255,2022-11-25 17:25:03.189932
502752,10177084,2022-11-21 23:18:30.039769
514588,10189951,2022-11-03 12:03:56.706033
515152,10032010,2022-10-30 05:49:38.699541
512332,10288951,2022-10-27 03:05:45.230561
526926,10090942,2022-09-11 19:11:29.640530
518334,10253590,2022-09-17 17:06:21.340403
524060,10112698,2022-11-19 01:41:45.923195
519200,10034998,2022-10-28 08:04:22.767436
504550,10227991,2022-11-22 15:10:17.436408
523402,10010791,2022-12-14 14:35:42.506371
510706,10175470,2022-12-27 15:50:08.919309
517164,10208518,2022-11-03 00:59:57.711749
514102,10226320,2022-10-09 10:20:38.609153
509570,10266274,2022-11-21 12:26:42.470942
510806,10263649,2022-10-19 15:26:24.097102
523866,10100713,2022-10-13 22:05:27.276945
521090,10296289,2022-09-02 12:20:16.875195
521822,10218577,2022-11-08 09:51:55.290341
519806,10021504,2022-09-08 08:45:19.966106
527520,10019065,2022-09-14 06:41:05.161983
506858,10279285,2022-11-12 04:53:26.312469
526274,10075483,2022-10-21 07:15:41.203912
500890,10292548,2022-09-19 08:05:42.384253
500386,10194112,2022-11-28 09:24:25.428129
504164,10153318,2022-11-03 01:23:44.895252
514450,10081045,2022-11-30 18:40:52.702623
510064,10264072,2022-12-12 08:15:04.030897
526578,10009861,2022-11-26 02:25:10.299161
525146,10093474,2022-09-13 10:59:48.905925
524112,10067977,2022-12-14 10:57:54.913947
517804,10136788,2022-12-12 18:38:10.095668
526592,10046680,2022-10-01 15:23:52.398969
506490,10048594,2022-12-03 15:47:46.781283
509298,10214530,2022-10-31 01:31:52.930245
527754,10260973,2022-12-15 01:33:11.456007
526234,10176019,2022-10-15 01:42:37.465402
500114,10233049,2022-12-20 05:18:25.184386
508368,10210603,2022-11-02 02:21:07.042831
515244,10241953,2022-12-05 15:14:04.293408
515470,10262743,2022-10-30 09:10:32.266256
504034,10185556,2022-10-08 15:01:48.182335
504766,10049704,2022-11-22 19:48:17.797064
507196,10246315,2022-11-17 10:17:08.795019
520018,10247437,2022-11-30 09:02:17.434305
513038,10103644,2022-11-23 12:21:09.841730
526384,10086493,2022-10-14 14:25:12.685331
513620,10285414,2022-11-25 07:24:03.283131
502454,10296688,2022-10-20 09:23:53.199373
505800,10261204,2022-10-22 21:29:51.115603
501818,10241227,2022-09-26 16:30:41.586597
521560,10192150,2022-11-24 07:52:53.051006
518894,10145446,2022-11-05 07:18:28.865354
527430,10030093,2022-10-03 16:46:11.705378
510542,10237000,2022-09-26 02:53:45.768928
511780,10049374,2022-09-16 03:13:09.880042
514424,10006003,2022-09-01 21:11:42.004948
512874,10229281,2022-11-28 11:03:03.988095
521430,10292230,2022-10-18 14:26:47.874102
514632,10002079,2022-11-13 10:58:28.553545
513274,10164073,2022-11-25 15:26:04.196646
509508,10262050,2022-10-02 12:21:31.735049
513272,10184818,2022-10-20 00:50:01.524535
505236,10025263,2022-12-23 07:50:04.280804
525800,10274308,2022-12-05 00:44:50.952263
515188,10090513,2022-11-25 10:38:35.776934
511008,10002346,2022-10-02 03:41:46.002081
522306,10125823,2022-12-03 18:16:35.755630
525612,10013389,2022-12-23 13:07:17.733585
515648,10225864,2022-09-06 19:25:18.841746
510162,10268236,2022-11-06 23:06:12.335631
513828,10176970,2022-09-29 11:40:58.660541
507500,10174897,2022-12-17 19:29:15.781852
521792,10055965,2022-09-30 00:05:35.927499
520124,10152190,2022-11-09 02:09:21.013847
520128,10265851,2022-09-13 10:11:34.828914
526062,10185931,2022-09-19 06:52:14.775983
510360,10065244,2022-09-09 18:01:55.146892
501260,10120795,2022-10-04 06:11:23.596610
513878,10254571,2022-09-27 03:35:35.826344
501126,10261852,2022-11-01 15:10:54.559005
506954,10142857,2022-11-20 17:27:37.736385
522778,10016557,2022-12-02 15:40:43.974195
514686,10294039,2022-09-16 14:50:30.454909
520194,10124443,2022-09-15 12:29:56.214867
527892,10160971,2022-12-07 17:37:50.271167
521604,10141399,2022-11-03 05:14:10.265787
518636,10090528,2022-12-13 12:17:22.406658
526084,10017055,2022-10-29 07:49:59.262278
501006,10098916,2022-11-12 10:23:57.254702
504746,10096615,2022-12-08 02:14:55.398944
512686,10216825,2022-12-03 02:15:39.758637
502234,10204414,2022-12-28 09:33:00.938015
527538,10083850,2022-12-09 05:43:11.635084
501302,10221724,2022-09-08 16:44:51.058267
506700,10234096,2022-10-24 15:18:35.883003
509106,10200940,2022-12-11 19:11:55.593804
522770,10162795,2022-09-05 14:18:45.753149
508212,10202101,2022-09-22 21:38:04.250308
526476,10134919,2022-11-23 05:01:21.537036
501354,10060177,2022-12-02 13:01:43.137978
511422,10082950,2022-09-11 21:54:59.086964
513636,10186963,2022-10-14 00:49:00.604054
516790,10225240,2022-10-09 17:15:32.456568
525114,10023328,2022-12-27 21:23:39.353049
513268,10160395,2022-10-22 06:27:31.339471
501000,10001674,2022-12-08 03:09:05.245463
506590,10272616,2022-11-03 22:56:51.919182
506354,10231063,2022-12-03 06:57:59.712752
504064,10289566,2022-11-13 01:02:39.195275
500378,10163365,2022-11-23 06:39:48.629161
527668,10173463,2022-09-30 10:00:52.898882
501036,10090858,2022-10-07 09:59:28.995104
502348,10209373,2022-09-28 06:33:25.316351
519034,10249972,2022-12-20 21:34:31.262628
503984,10115314,2022-12-09 06:47:57.529414
516728,10215592,2022-10-02 13:36:28.279581
526716,10234777,2022-12-27 03:27:16.440006
516132,10242655,2022-09-12 20:43:41.308950
513112,10227364,2022-10-05 13:03:46.597721
519234,10244545,2022-12-21 04:24:44.897110
513390,10174672,2022-09-09 12:59:32.146446
522514,10083082,2022-11-03 22:45:52.540903
511648,10258114,2022-09-25 17:57:12.852253
521512,10091386,2022-10-27 14:02:28.584521
501086,10255105,2022-11-23 23:02:40.584839
513672,10013269,2022-12-27 22:22:53.231768
525294,10292761,2022-10-15 02:53:31.777395
519198,10017169,2022-09-02 00:17:15.059030
519474,10267348,2022-09-11 15:27:54.095544
522952,10109554,2022-09-04 00:32:45.800879
504508,10221499,2022-12-09 06:46:55.381624
527378,10235404,2022-10-15 10:53:09.740627
515992,10124452,2022-09-13 19:20:39.800312
519010,10266751,2022-10-16 17:09:53.232992
510466,10169236,2022-12-03 23:30:42.538431
511318,10190080,2022-09-20 06:29:46.766340
519338,10196188,2022-12-19 21:06:03.460210
518114,10174855,2022-12-09 07:16:05.148245
502154,10286419,2022-09-22 20:25:13.708403
526408,10178491,2022-12-28 22:05:53.605595
514154,10108588,2022-09-28 19:43:07.827527
525404,10160344,2022-11-18 20:04:10.069271
524954,10257691,2022-10-27 06:31:27.660398
527846,10288882,2022-10-05 09:45:54.141395
521310,10026919,2022-12-26 18:37:23.183296
524620,10064557,2022-12-24 20:28:04.497020
521344,10012222,2022-11-17 06:40:48.722516
512818,10205881,2022-09-10 05:20:33.080126
523408,10249138,2022-09-14 13:48:52.524256
527230,10101043,2022-09-05 18:48:26.793811
518556,10187080,2022-12-08 10:08:13.605349
525524,10171816,2022-11-15 07:24:55.057704
525284,10029766,2022-11-12 17:43:40.854721
527346,10067020,2022-11-03 00:18:54.538308
512834,10056970,2022-10-20 22:36:04.959908
520084,10099507,2022-10-03 16:36:53.365663
515256,10160368,2022-09-25 08:08:13.449323
507618,10073542,2022-11-16 21:15:54.045189
521392,10208350,2022-09-02 22:53:08.010406
500996,10241233,2022-12-28 11:43:23.015403
507634,10197652,2022-10-08 04:22:30.059449
500400,10255606,2022-12-21 10:38:50.660699
526882,10272895,2022-11-23 17:59:51.421547
513012,10060597,2022-10-08 16:48:49.678747
510692,10221409,2022-10-15 13:55:09.495477
522746,10257049,2022-10-24 05:19:15.910840
516768,10105897,2022-12-26 06:14:26.808043
502776,10268212,2022-12-01 14:14:47.640308
523154,10071517,2022-11-22 12:05:05.051969
526160,10110382,2022-09-18 13:15:18.364629
509964,10017595,2022-11-04 01:12:57.999433
501298,10043986,2022-12-30 06:30:30.349480
514722,10055620,2022-09-03 12:41:46.932000
510372,10229878,2022-11-12 11:09:42.218466
513174,10177336,2022-09-10 20:16:53.140814
522640,10102417,2022-09-21 23:40:57.808277
500340,10110229,2022-12-13 09:30:06.434426
515742,10199623,2022-09-01 03:20:01.205932
522268,10270975,2022-12-07 04:29:36.347579
527676,10069114,2022-10-29 04:52:22.888719
515346,10000870,2022-10-08 09:52:41.936084
515866,10102228,2022-10-06 14:02:54.286822
502694,10068694,2022-09-20 04:18:41.835235
527480,10147393,2022-12-19 11:47:56.470876
517018,10180033,2022-09-30 09:22:06.697089
510048,10147048,2022-10-27 11:51:55.362501
522820,10165678,2022-12-06 10:18:20.547272
516272,10080055,2022-09-01 08:03:06.223199
510066,10116097,2022-09-24 15:49:25.724182
503374,10210051,2022-10-15 17:40:55.613882
514676,10073368,2022-09-10 03:24:13.076537
527648,10154020,2022-12-21 03:22:29.659372
526124,10128589,2022-11-13 09:48:11.931158
520418,10223182,2022-11-28 14:13:26.323809
525880,10238713,2022-09-12 21:50:34.963236
524672,10244644,2022-12-03 07:27:17.452532
502442,10188649,2022-12-29 00:16:34.298857
512330,10292236,2022-10-15 03:37:52.638011
508584,10285648,2022-11-07 06:28:07.449956
517318,10219804,2022-09-19 20:41:29.351697
501460,10009807,2022-12-13 16:16:07.432209
509252,10262935,2022-09-24 13:14:32.255138
523530,10257079,2022-10-05 10:10:07.712237
504406,10258048,2022-09-16 15:38:39.035334
519156,10010725,2022-10-05 22:32:57.358320
527014,10019779,2022-09-27 05:01:19.521736
510956,10066267,2022-12-09 15:48:26.044818
511196,10290580,2022-11-07 02:01:24.890061
506408,10033408,2022-10-10 13:50:53.240679
526782,10025872,2022-10-27 04:40:47.963829
510710,10168210,2022-11-07 00:32:09.632262
517640,10029778,2022-09-12 13:03:32.686465
525876,10007317,2022-11-03 08:42:41.761643
521130,10136443,2022-11-19 11:56:52.429488
507762,10060198,2022-10-18 21:58:32.383611
510580,10037542,2022-11-10 23:21:34.461473
514544,10243738,2022-10-28 13:18:55.622156
520562,10195879,2022-12-15 12:47:50.373526
520044,10104628,2022-12-23 05:36:05.585893
522692,10122130,2022-09-19 20:05:35.362163
523700,10095985,2022-12-09 00:53:47.501288
516426,10096228,2022-10-31 19:43:32.344350
526698,10000126,2022-11-30 17:37:55.703121
513844,10249075,2022-11-17 14:48:23.592417
510076,10271332,2022-10-15 09:04:43.142606
500558,10170514,2022-11-24 04:29:24.553490
512668,10201420,2022-09-17 03:12:21.712071
513948,10243132,2022-11-19 06:47:41.255512
525698,10213432,2022-11-01 12:12:45.434413
524380,10059574,2022-12-04 21:02:30.060166
513618,10284043,2022-12-24 15:35:22.623631
501338,10159015,2022-12-29 14:54:46.547622
505438,10235866,2022-12-05 07:26:33.583091
527796,10246996,2022-09-11 20:28:35.699487
513484,10093138,2022-09-19 13:33:33.982788
526780,10255873,2022-10-02 05:34:56.618673
502492,10224823,2022-10-12 23:32:52.213851
516642,10283704,2022-12-20 11:38:47.841627
525896,10087189,2022-10-30 10:17:34.453288
521426,10054423,2022-12-24 09:47:53.581026
515288,10035385,2022-10-12 17:44:13.868896
513822,10119295,2022-10-24 09:08:51.155832
518942,10020772,2022-10-23 04:04:13.799972
514244,10281712,2022-10-26 14:06:40.960083
526388,10114453,2022-12-25 07:11:40.354852
521216,10061776,2022-10-19 06:37:46.017127
524534,10049551,2022-11-17 18:09:13.350252
509922,10080046,2022-12-02 07:58:24.855813
502140,10009528,2022-12-02 14:53:37.712709
504862,10154827,2022-12-10 02:50:12.751055
504988,10012249,2022-10-18 18:23:42.973477
520294,10059565,2022-12-24 04:05:02.678228
526700,10139701,2022-12-21 18:42:31.803970
526974,10205938,2022-12-05 01:10:29.298783
511466,10168816,2022-12-21 16:30:38.319240
505016,10108318,2022-12-06 19:21:39.327861
515258,10111171,2022-11-11 09:58:01.658304
516248,10112065,2022-09-28 18:51:42.452763
517078,10256017,2022-09-14 04:54:25.760543
526364,10287535,2022-11-13 21:22:42.597504
523374,10278853,2022-11-16 06:21:53.494305
512402,10142992,2022-10-23 16:07:32.403367
518098,10163728,2022-12-09 20:36:21.524288
503612,10184323,2022-10-15 06:33:39.772991
511494,10026949,2022-09-16 12:58:34.589385
517268,10052050,2022-10-28 15:42:36.325510
517458,10212286,2022-12-25 13:50:26.510500
519166,10060129,2022-11-12 15:32:40.147311
518336,10160965,2022-11-21 10:38:10.275404
501204,10138420,2022-09-02 17:25:11.673852
500656,10185043,2022-11-16 21:23:11.957495
521692,10120099,2022-10-20 21:10:42.621819
512390,10121122,2022-10-15 14:44:39.253981
517274,10026040,2022-09-29 00:31:30.520083
503544,10152139,2022-10-02 14:36:31.315753
519860,10277311,2022-12-25 17:57:14.737563
520676,10054819,2022-10-29 15:45:25.501375
511144,10006312,2022-10-28 16:56:22.765552
521166,10181347,2022-12-07 05:03:51.277971
500728,10206322,2022-11-21 20:36:05.614229
502314,10002901,2022-11-25 11:07:41.316314
509776,10215766,2022-12-03 01:55:27.058144
515812,10102960,2022-10-16 01:56:03.376709
511590,10008772,2022-12-13 21:25:00.328856
517712,10189126,2022-12-09 23:48:05.903158
522800,10109500,2022-09-10 03:28:25.387577
514056,10217209,2022-10-23 21:29:47.147924
504058,10154398,2022-09-22 05:02:03.327936
527098,10258510,2022-09-17 09:26:59.289508
501112,10074382,2022-11-30 10:03:38.185386
510932,10172581,2022-09-24 17:59:53.286900
505750,10146982,2022-10-27 18:22:29.470747
516860,10006354,2022-09-15 07:46:47.305706
516438,10193542,2022-09-30 01:20:38.584671
521578,10037467,2022-10-22 23:06:28.899332
502886,10049140,2022-11-25 16:20:53.198681
503474,10270414,2022-10-24 02:08:09.422454
504244,10063504,2022-12-17 18:48:06.895734
504752,10244998,2022-10-11 07:17:18.732378
524590,10153633,2022-09-04 01:44:35.354918
519502,10082215,2022-11-10 09:30:59.821994
513650,10026325,2022-10-14 20:19:53.877702
524000,10028074,2022-09-02 06:09:19.451679
517608,10292083,2022-10-26 10:27:30.496243
517894,10064461,2022-11-15 04:51:38.411467
503218,10202431,2022-12-13 14:56:56.421716
502522,10067638,2022-12-25 03:48:35.464167
510426,10201696,2022-11-07 10:58:18.936119
527310,10029736,2022-10-21 18:01:41.369701
526224,10293265,2022-10-27 18:26:19.119985
526046,10252798,2022-10-30 15:34:18.647014
520354,10241857,2022-11-29 00:21:36.615125
521648,10171126,2022-11-02 11:17:18.453358
501670,10230745,2022-11-30 11:19:22.395125
518386,10166608,2022-11-03 10:39:31.006629
504950,10099417,2022-11-18 06:30:53.425588
512896,10248562,2022-11-29 01:10:20.377681
504614,10249015,2022-12-26 14:17:04.562351
513776,10123126,2022-11-14 18:44:29.083971
519694,10247818,2022-12-23 00:32:17.273462
525124,10078612,2022-09-02 23:16:36.614162
514776,10171888,2022-11-28 06:32:30.422847
525578,10174879,2022-09-05 12:41:05.936184
520624,10086157,2022-10-02 16:46:39.721837
504384,10242595,2022-09-14 19:24:26.248910
500058,10218763,2022-12-12 02:58:24.687717
513526,10203106,2022-10-13 22:37:09.823813
522990,10256818,2022-11-14 14:30:46.863298
504918,10130767,2022-11-12 23:03:19.445015
524300,10226614,2022-12-11 22:11:00.459527
521420,10174180,2022-12-06 01:44:46.957647
522598,10040716,2022-10-05 19:34:35.083907
519126,10100236,2022-11-25 16:06:59.902399
510754,10026709,2022-09-30 06:02:10.306135
514238,10295305,2022-12-20 12:04:21.163218
503142,10049938,2022-09-22 07:37:04.095614
514166,10021663,2022-11-02 05:38:15.893503
509160,10065748,2022-11-28 20:57:29.652614
504498,10130548,2022-11-01 17:10:59.230967
522370,10263511,2022-11-13 17:30:28.020347
510464,10211071,2022-12-29 22:03:50.099543
510952,10157281,2022-10-14 17:19:37.614717
512608,10209691,2022-09-22 15:27:02.257969
514054,10098841,2022-09-14 12:51:28.792225
521450,10044895,2022-12-24 02:32:20.916354
523090,10078258,2022-11-24 05:11:31.538378
522078,10221604,2022-09-22 00:45:48.076655
522200,10201528,2022-10-29 02:14:39.330050
501320,10007620,2022-11-21 13:22:57.688515
526380,10070539,2022-09-14 09:34:55.288634
512344,10232944,2022-11-19 00:22:39.371647
500472,10020106,2022-11-24 15:59:32.279735
509140,10045369,2022-11-10 15:33:36.803409
504246,10155808,2022-10-06 14:56:18.331719
521788,10074832,2022-12-18 05:09:59.893245
518626,10126189,2022-09-12 02:05:12.745871
525606,10134568,2022-10-16 09:44:07.710399
524056,10028365,2022-09-04 02:32:47.981824
519490,10268344,2022-12-23 23:40:13.534140
511674,10098526,2022-12-30 01:48:47.877176
520282,10119007,2022-10-11 04:06:35.761207
520954,10260472,2022-10-14 22:29:54.572302
518548,10066771,2022-12-15 14:15:02.093120
521954,10019017,2022-10-05 21:49:40.172699
519754,10165342,2022-12-08 10:12:37.273030
509444,10152364,2022-10-16 02:15:51.660425
519276,10144315,2022-10-02 13:08:17.526894
525240,10266736,2022-12-04 12:54:58.381820
518748,10252123,2022-09-19 22:59:52.899973
514656,10236280,2022-10-25 18:33:13.976677
523038,10152226,2022-10-25 16:42:35.674198
511682,10008769,2022-09-22 21:46:45.854956
518260,10098871,2022-12-12 21:57:12.416925
506056,10206043,2022-10-11 04:00:26.627997
505644,10022140,2022-11-29 07:06:45.990816
514226,10254517,2022-12-13 09:54:30.477626
516156,10157470,2022-12-07 04:56:24.594212
511708,10018609,2022-12-30 11:59:50.656843
513122,10208464,2022-10-11 02:59:23.481307
514368,10201312,2022-09-10 01:50:05.347860
504402,10229632,2022-12-23 13:24:04.939491
515636,10039945,2022-12-11 02:52:11.604526
504730,10279303,2022-12-17 07:11:55.259521
515544,10000840,2022-10-14 10:18:37.788094
521380,10279306,2022-11-10 21:47:27.475231
527030,10130866,2022-11-26 17:22:53.236668
527362,10059199,2022-12-15 11:58:49.678943
526664,10163605,2022-10-06 21:27:34.589600
512396,10285381,2022-11-26 00:12:36.343315
511052,10065760,2022-11-18 12:02:04.291614
505304,10241248,2022-11-11 06:02:01.625022
519254,10076893,2022-10-26 21:54:18.867428
527522,10042381,2022-09-12 06:45:02.375485
508004,10070245,2022-11-26 18:31:12.295714
505450,10146649,2022-11-11 00:34:15.466577
507926,10033927,2022-10-20 13:13:45.834015
500674,10079881,2022-10-22 00:27:26.237345
508726,10281388,2022-09-24 10:17:41.729354
521718,10043239,2022-11-19 19:38:19.442433
517864,10196836,2022-10-27 22:27:32.781882
523328,10281679,2022-10-30 10:08:32.016980
506878,10065559,2022-11-23 10:21:20.877601
521752,10213579,2022-09-06 03:01:47.399467
502572,10202314,2022-11-13 21:50:34.532179
515024,10188118,2022-09-22 10:57:20.269713
519102,10167727,2022-09-10 08:02:05.918250
511758,10104790,2022-10-17 18:54:52.530435
515770,10146325,2022-12-26 06:31:28.086934
509664,10007590,2022-09-25 00:56:17.442070
508826,10028191,2022-10-01 03:18:51.031609
525972,10165501,2022-11-04 05:22:22.619574
512064,10108087,2022-12-08 14:22:53.311740
501608,10182451,2022-11-03 13:57:43.125084
527942,10102927,2022-12-28 00:59:30.310068
516878,10043269,2022-12-27 17:22:08.308873
501880,10025362,2022-09-12 02:26:33.271660
507324,10073299,2022-10-10 19:24:37.563167
511376,10052845,2022-11-02 13:53:46.223854
524580,10010278,2022-09-08 12:22:00.830699
518544,10001500,2022-10-25 00:08:12.755710
511878,10146466,2022-11-14 11:26:34.224113
525514,10240312,2022-12-06 23:45:55.804025
